"id";"name";"slug";"url";"description";"logo";"badges";"created_at";"last_modified";"metric.datasets";"metric.members";"metric.reuses";"metric.followers";"metric.views"
"63fe01aa6a735e5769464f14";"LES JARDINS DE VILLEPEY";"les-jardins-de-villepey";"http://www.data.gouv.fr/fr/organizations/les-jardins-de-villepey/";"LES JARDINS DE VILLEPEY
Dans un parc ombragé de 5.5 hectares, découvrez la Provence en famille, camping composé de 361 emplacements situé à 2.5 km des plages (piste cyclable et arrêt de bus devant le camping) 15mn St Raphaël, 30mn St tropez";"";"[]";"2023-02-28T14:29:14.031000";"2023-03-07T06:17:28.640000";1;1;0;0;0
"63fdfe4f4cd1c437ac478323";"Google Maps";"google-maps";"http://www.data.gouv.fr/fr/organizations/google-maps/";"Navigate your world faster and easier with Google Maps.";"https://static.data.gouv.fr/avatars/89/4ceb32a37f49a9bf7bed2f31e20984-100.png";"[]";"2023-02-28T14:14:55.511000";"2023-03-01T13:52:47.497000";0;1;0;0;7
"63fdfb4b11d93b297dd5c27a";"Essence-Prix.fr";"essence-prix-fr-1";"http://www.data.gouv.fr/fr/organizations/essence-prix-fr-1/";"Prix du carburant dans les stations partout en France avec mise à jour des prix chaque 10 minutes. Prix par département, variation des prix par carburant, par département ou par station-service, horaires, coordonnées, disponibilité des carburants par station et historique des prix.";"https://static.data.gouv.fr/avatars/1b/6902d7ca2943dc9a39b68817c2ccec-100.png";"[]";"2023-02-28T14:02:03.706000";"2023-03-05T19:59:44.277000";0;1;1;0;5
"63fbd9913fc22962b212be3b";"Misterp";"misterp";"http://www.data.gouv.fr/fr/organizations/misterp/";"misterp";"https://static.data.gouv.fr/avatars/60/6021792eb648a0bf883151a1b8db87-100.png";"[]";"2023-02-26T23:13:37.215000";"2023-02-26T23:14:13.228000";0;1;0;0;0
"63f86fa55594a6c42dcad71b";"ALLOHOUSTON";"allohouston";"http://www.data.gouv.fr/fr/organizations/allohouston/";"ALLOHOUSTON vous fait gagner en croissance et en efficience opérationnelle en concevant, développant et opérant des produits digitaux sur-mesure.";"https://static.data.gouv.fr/avatars/99/94c4239b95410e9afd51827c793c27-100.png";"[]";"2023-02-24T09:04:53.128000";"2023-02-27T09:58:39.503000";0;1;1;0;0
"63f78b649e0a3b2d9cedb341";"L AGENCE DE L OUTRE MER POUR LA MOBILITE";"l-agence-de-l-outre-mer-pour-la-mobilite";"http://www.data.gouv.fr/fr/organizations/l-agence-de-l-outre-mer-pour-la-mobilite/";"L'Agence de l'outre-mer pour la mobilité (LADOM) est un organisme public français chargé d'accompagner les migrations des résidents de l'outre-mer français cherchant une qualification ou une insertion professionnelle ailleurs. Il participe également par des aides financières à la Continuité territoriale.";"https://static.data.gouv.fr/avatars/2f/4207c22cba4edc82097061293a0f29-100.png";"[]";"2023-02-23T16:51:00.441000";"2023-02-23T16:53:31.214000";0;1;0;0;0
"63f78021c568633bb63787c4";"PACKAVENIR";"packavenir-1";"http://www.data.gouv.fr/fr/organizations/packavenir-1/";"publier.etalab.studio";"https://static.data.gouv.fr/avatars/77/463094ea5041bc83edcd2f5c86ff53-100.jpg";"[]";"2023-02-23T16:02:57.020000";"2023-03-07T01:15:04.717000";1;1;0;0;1
"63f77dfb948a3c9d1207aaf4";"PACKAVENIR";"packavenir";"http://www.data.gouv.fr/fr/organizations/packavenir/";"publier.etalab.studio";"https://static.data.gouv.fr/avatars/97/2f0ff780434c8ba11683a4ef6db703-100.jpg";"[]";"2023-02-23T15:53:47.096000";"2023-02-23T16:00:21.488000";0;1;0;0;0
"63f76c44d01cefc724e75330";"Maison d'arrêt de Douai";"maison-darret-de-douai";"http://www.data.gouv.fr/fr/organizations/maison-darret-de-douai/";"Etablissement pénitentiaire";"";"[]";"2023-02-23T14:38:12.001000";"2023-03-07T01:15:04.821000";1;1;0;0;0
"63f73cf33709a404f507dcf6";"TBK - Réseau de transports publics de Quimperlé";"tbk-reseau-de-transports-publics-de-quimperle";"http://www.data.gouv.fr/fr/organizations/tbk-reseau-de-transports-publics-de-quimperle/";"Réseau de transports en commun de Quimperlé Communauté ";"https://static.data.gouv.fr/avatars/1c/7084b2df064be8abc7ce70df4c5ae8-100.png";"[]";"2023-02-23T11:16:19.642000";"2023-03-07T01:15:04.903000";1;2;0;0;0
"63f4ede472c3f6dfe71e6bed";"Nes & Cité";"nes-cite";"http://www.data.gouv.fr/fr/organizations/nes-cite/";"Au travers de l’emploi, Nes & Cité rétablit un droit fondamental pour tous, celui de choisir son avenir. Créé en 2001 à Vaulx-en-Velin, nous déclinons nos différentes activités autour des questions sur la diversité et l’équité des chances face à l’emploi. Notre cabinet de recrutement apporte la preuve de
la réussite via une méthode d’approche de publics parfois éloignés de l’emploi novatrice et efficace, le street sourcing.";"";"[]";"2023-02-21T17:14:28.632000";"2023-02-21T17:14:28.683000";0;1;0;0;0
"63f4d396fa98853adf2e26e1";"SEMA";"sema";"http://www.data.gouv.fr/fr/organizations/sema/";"Société d'Economie Mixte d'Aménagement ";"https://static.data.gouv.fr/avatars/5a/6ae91da4774eeab55d6d9204bdc971-100.png";"[]";"2023-02-21T15:22:14.362000";"2023-02-21T15:23:13.258000";0;1;0;0;0
"63f3a96a74e05df2b5a8b786";"octegone.com";"octegone-com";"http://www.data.gouv.fr/fr/organizations/octegone-com/";"Société de développement web. ";"";"[]";"2023-02-20T18:10:02.579000";"2023-02-28T11:44:38.332000";0;1;0;0;1
"63f3a27614550449613280ac";"SEICHES-SUR-LE-LOIR";"seiches-sur-le-loir";"http://www.data.gouv.fr/fr/organizations/seiches-sur-le-loir/";"Commune de Seiches-sur-le-Loir";"https://static.data.gouv.fr/avatars/c1/cbb87c708e4158b68bcbec72657f32-100.jpg";"[]";"2023-02-20T17:40:22.832000";"2023-03-07T01:15:05.947000";1;1;0;0;0
"63f27bda9bcdc35d9e7bdb6e";"Carbuprix";"carbuprix";"http://www.data.gouv.fr/fr/organizations/carbuprix/";"[Carbuprix.fr](https://carbuprix.fr/) est bien plus qu'un simple comparateur de prix de carburants ! C'est une plateforme complète qui vous permet de trouver les meilleures offres de carburants près de chez vous en quelques clics seulement. Que vous recherchiez du gazole, de l'essence SP95 ou SP98, du GPLc, de l'E10 ou de l'E85, Carbuprix vous fournit en temps réel les prix pratiqués par les stations-service les plus proches de chez vous.

Le site web de Carbuprix est extrêmement facile à utiliser, il vous suffit de saisir votre ville ou votre code postal et de choisir le type de carburant que vous souhaitez comparer. En un instant, Carbuprix affiche les stations-service les plus proches de chez vous et les prix pratiqués pour chaque type de carburant.

Mais Carbuprix ne s'arrête pas là ! En plus de vous aider à trouver les meilleurs prix pour les carburants, Carbuprix vous fournit également des informations précieuses sur les tendances de prix et les facteurs qui influencent les prix des carburants. Vous pouvez ainsi prendre des décisions éclairées pour économiser sur vos dépenses de carburant.

Avec Carbuprix, vous pouvez être sûr de trouver les meilleurs prix de carburant près de chez vous, sans avoir à passer des heures à chercher sur internet ou à faire le tour des stations-service. Alors, pourquoi ne pas essayer Carbuprix dès aujourd'hui et économiser sur vos dépenses de carburant ?";"https://static.data.gouv.fr/avatars/4c/be8be8719240c1a1b4d63145e1117c-100.png";"[]";"2023-02-19T20:43:22.456000";"2023-02-19T20:50:13.111000";0;1;1;0;0
"63f12cc0d72680c5dc0a27b5";"Un zéro un";"un-zero-un";"http://www.data.gouv.fr/fr/organizations/un-zero-un/";"Agence de web marketing";"https://static.data.gouv.fr/avatars/0c/4f93c5e45b42509fd98088b81dc1d9-100.jpg";"[]";"2023-02-18T20:53:36.570000";"2023-02-18T20:59:53.439000";0;1;1;0;0
"63ef99e912c9f5ac0b327fde";"commune de Bois-Guillaume";"commune-de-bois-guillaume";"http://www.data.gouv.fr/fr/organizations/commune-de-bois-guillaume/";"Collectivité de Seine-Maritime intégrée à la Métropole Rouen Normandie (code insee 76108)";"https://static.data.gouv.fr/avatars/9d/4615fd706647bab1905a87a6346025-100.png";"[]";"2023-02-17T16:14:49.396000";"2023-02-17T16:15:47.494000";0;1;0;0;0
"63ef4f6ae421050fbbf63e37";"La Gazette Open Data";"la-gazette-open-data-1";"http://www.data.gouv.fr/fr/organizations/la-gazette-open-data-1/";"**[Open Data Gazette](https://www.lagazettedescommunes.com/open-data-gazette/)** vous propose une solution clé en main afin d’optimiser la gestion et la performance interne de votre collectivité et de faire de l’obligation légale d’Open Data une solution d’attractivité du territoire.
C'est un outil de pilotage de l’action publique via l’agrégation de données statistiques ainsi qu’une plateforme clé en main pour publier ces données. Le caractère innovant de l'outil réside dans la possibilité de pouvoir se comparer avec les collectivités de sa strate et/ou de son territoire ainsi que de disposer de **+360 indicateurs éditorialisée et scénarisée **sous forme d’écrans datavisualisés, commentés et contextualisés. Enfin, la production de rapports instantanés (dont portrait socio-démographique) et le recours à notre API permettant de rajouter des indicateurs maison complètent le caractère innovant de notre solution.
Nos équipes ont identifié les indicateurs utiles et pertinents qui peuvent être construits à partir des jeux de données publiés en open data par les opérateurs nationaux de référence, afin de les aider dans la définition et l’analyse de leurs politiques publiques. L’exploitation de bases de données nationales a permis de développer un outil permettant des comparaisons fiables et pertinentes, grâce au traitement homogène de la donnée
La solution « **Open Data Gazette** » fournit une réponse technique vous permettant d’accéder facilement et en permanence à un outil d’aide à la décision actualisé en continu, et personnalisable pour disposer d’une vue agrégée à l’échelle de chaque commune.
[Pour nous contacter, cliquez _ici_ !](https://www.lagazettedescommunes.com/open-data-gazette/)

[![entrez la description de l'image ici](https://www.lagazettedescommunes.com/wp-content/themes/gazette_v5/images/open-data/desktop-mobil-slider.jpg ""entrez le titre de l'image ici"")](https://www.youtube.com/watch?v=uuO5SXa46Rg)
[Voir la vidéo !](https://www.youtube.com/watch?v=uuO5SXa46Rg)";"https://static.data.gouv.fr/avatars/6a/6c80f6ae214d378622cd18bb1b9327-100.png";"[]";"2023-02-17T10:56:58.076000";"2023-02-17T20:00:09.236000";0;1;0;0;3
"63ee0e103eb9bd8f03d2d57d";"VILLE DE BRIGNAIS";"ville-de-brignais";"http://www.data.gouv.fr/fr/organizations/ville-de-brignais/";"VILLE DE BRIGNAIS";"https://static.data.gouv.fr/avatars/93/0ec1f52d39422ba3db4a6c2f9c9ca7-100.png";"[]";"2023-02-16T12:05:52.579000";"2023-03-07T01:15:06.069000";1;1;0;0;0
"63ee007cffb2452d22cc25e0";"Michel Baujard SAS";"michel-baujard-sas";"http://www.data.gouv.fr/fr/organizations/michel-baujard-sas/";"Conseils, Formations, Services

Qualité en formation professionnelle
Enregistrements de certifications professionnelles aux Répertoires nationaux de France Compétences";"https://static.data.gouv.fr/avatars/65/4f3bb536fc4678a1c6b8682a169efc-100.png";"[]";"2023-02-16T11:07:56.342000";"2023-03-04T19:59:37.714000";0;2;1;0;1
"63edec947c1c5366197512b8";"GIP Seine-Aval";"gip-seine-aval";"http://www.data.gouv.fr/fr/organizations/gip-seine-aval/";"Le Groupement d'Intérêt Public Seine-Aval  assure le rôle de plateforme de référence pour la connaissance et le fonctionnement environnemental de l'estuaire de la Seine, du barrage de Poses à la proche baie de Seine. Les missions générales du GIP Seine-Aval sont les suivantes :
- Acquisition de connaissances et développement d'outils d'aide à la décision, en developpant notamment une recherche scientifique de pointe sur l'estuaire de la Seine,
- Suivi, acquisition et conservation de données relatives à l'estuaire de la Seine,
- Valorisation et transfert des connaissances acquises,
- Soutien technique et scientifique aux membres du GIP Seine-Aval pour leurs besoins propres.";"";"[]";"2023-02-16T09:43:00.515000";"2023-02-16T09:43:00.528000";0;1;0;0;0
"63ecf6c37a95adc12c1ca4c7";"Pays de Landerneau-Daoulas";"pays-de-landerneau-daoulas";"http://www.data.gouv.fr/fr/organizations/pays-de-landerneau-daoulas/";"Communauté d'agglomérations du pays de Landerneau-Daoulas";"https://static.data.gouv.fr/avatars/d6/0f422d92d7444db6cef72c720ba5e0-100.png";"[]";"2023-02-15T16:14:11.497000";"2023-03-07T01:15:07.342000";1;1;0;0;0
"63ecd82b6b48f1095b196b7e";"GROUPE BALAS";"groupe-balas";"http://www.data.gouv.fr/fr/organizations/groupe-balas/";".";"https://static.data.gouv.fr/avatars/3e/e5ef248bff4260b57f0e1e2812c092-100.png";"[]";"2023-02-15T14:03:39.175000";"2023-03-07T06:17:00.738000";1;1;0;0;0
"63ebaf3796a6892210f98c6f";"COMMUNE DE TIGNES";"commune-de-tignes";"http://www.data.gouv.fr/fr/organizations/commune-de-tignes/";"COLLECTIVITE TERRITORIALE";"https://static.data.gouv.fr/avatars/04/f4639594994ed793b0de9193a3fdd6-100.png";"[]";"2023-02-14T16:56:39.554000";"2023-03-07T01:15:07.370000";1;2;0;0;0
"63eba3458d114d860873c025";"Direction régionale de l'environnement, de l'aménagement et du logement de Normandie";"direction-regionale-de-lenvironnement-de-lamenagement-et-du-logement-de-normandie-1";"http://www.data.gouv.fr/fr/organizations/direction-regionale-de-lenvironnement-de-lamenagement-et-du-logement-de-normandie-1/";"La Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) de Normandie est un service déconcentré de l’État français. Placée sous l’autorité du préfet de région et des préfets de département, elle met en œuvre et coordonne les politiques publiques des ministères de la Transition écologique et de la Cohésion des territoires et des Relations avec les collectivités territoriales. ";"https://static.data.gouv.fr/avatars/d4/5c5cd0857f4e5cbd1f43c373ec4bc4-100.png";"[]";"2023-02-14T16:05:41.684000";"2023-02-14T16:07:15.887000";0;1;0;0;0
"63eb9be0ffd5c0fd8f907119";"Communauté de Communes Dourdannais en Hurepoix CCDH";"communaute-de-communes-dourdannais-en-hurepoix-ccdh";"http://www.data.gouv.fr/fr/organizations/communaute-de-communes-dourdannais-en-hurepoix-ccdh/";"CCDH
Du lundi au vendredi, de 8h30 à 12h et de 13h30 à 17h
17, rue Pierre Ceccaldi – 91410 Dourdan

01 60 81 12 20
accueil@ccdourdannais.com";"https://static.data.gouv.fr/avatars/4b/8d7d3e30124f469578b4c226ec1055-100.png";"[]";"2023-02-14T15:34:08.845000";"2023-03-07T06:17:00.822000";1;1;0;0;0
"63ea4747c2e5458da3b97b35";"Engie Mobilités Electriques";"engie-mobilites-electriques";"http://www.data.gouv.fr/fr/organizations/engie-mobilites-electriques/";"Conception, financement, réalisation, exploitation et maintenance
d'infrastructures et services de mobilité électrique terrestre, aérienne, fluviale
et maritime ; exploitation et la commercialisation de services relatifs à la
recharge ";"https://static.data.gouv.fr/avatars/1c/a9cc52d1ef4bf1a629ccfed9c1fc3b-100.png";"[]";"2023-02-13T15:20:55.167000";"2023-03-07T06:17:00.903000";3;1;0;0;0
"63ea0f3ca929450c925f7c46";"COMMUNAUTE DE COMMUNES DU SUD-CORSE";"communaute-de-communes-du-sud-corse-2";"http://www.data.gouv.fr/fr/organizations/communaute-de-communes-du-sud-corse-2/";"EPCI ETABLISSEMENT PUBLIC DE COPPERATION INTERCOMMUNALE";"";"[]";"2023-02-13T11:21:48.450000";"2023-03-07T01:15:08.398000";1;1;0;0;1
"63e7fbd764f5869eeb5e8fc0";"AUTOPRO";"autopro";"http://www.data.gouv.fr/fr/organizations/autopro/";"commerce de voitures et de véhicules automobiles légers";"";"[]";"2023-02-11T21:34:31.581000";"2023-03-07T06:17:00.945000";1;1;0;0;0
"63e7f85864f5869eeb5e8fbf";"ABSOLUT";"absolut";"http://www.data.gouv.fr/fr/organizations/absolut/";"spécialisée dans le secteur d'activité du commerce de voitures et de véhicules automobiles légers";"";"[]";"2023-02-11T21:19:36.592000";"2023-03-07T06:17:00.986000";1;1;0;0;0
"63e7f118a04a91a5e27302a2";"ALC CAR";"alc-car";"http://www.data.gouv.fr/fr/organizations/alc-car/";"spécialisée dans le secteur d'activité du commerce de détail d'équipements automobiles";"https://static.data.gouv.fr/avatars/3c/c5167bc8194d9b8e451c1d37dd2bd2-100.jpg";"[]";"2023-02-11T20:48:40.054000";"2023-03-07T06:17:01.026000";1;1;0;0;0
"63e7b87a22082cbafed9e9a5";"Association L'Espoir ""Merci République""";"association-lespoir-merci-republique";"http://www.data.gouv.fr/fr/organizations/association-lespoir-merci-republique/";"L’association L’Espoir a été créée par des migrants russophones du monde entier.
L'objectif principal de la création de l'Association est de cultiver le slogan principal (devise) de la société - ""Merci la République"", en démontrant publiquement l'idée publique de gratitude envers la République au nom des personnes qui sont des demandeurs d'asile et des personnes qui déjà intégrés dans la société européenne.
Aussi, l'objectif principal est la création de la Fondation Caritative « L'Espoir » avec des antennes dans toutes les Préfectures de la République. Le produit de la collecte de fonds sera dirigé à la discrétion des autorités préfectorales et sera utilisé pour mettre en œuvre des programmes d'assistance aux réfugiés.";"https://static.data.gouv.fr/avatars/2f/bfeaa60ff84a22865eee618d603292-100.jpg";"[]";"2023-02-11T16:47:06.367000";"2023-03-04T19:59:37.699000";0;1;0;1;13
"63e65921b38c37f486653b44";"Centre de gestion de la Fonction publique territoriale de la Guyane";"centre-de-gestion-de-la-fonction-publique-territoriale-de-la-guyane";"http://www.data.gouv.fr/fr/organizations/centre-de-gestion-de-la-fonction-publique-territoriale-de-la-guyane/";"Centre de Gestion de la Fonction Publique Territoriale";"https://static.data.gouv.fr/avatars/38/a00462cb024e1b81a4675da824ca9b-100.png";"[]";"2023-02-10T15:48:01.517000";"2023-02-10T16:41:23.365000";0;0;0;0;0
"63e4db0b24ffe0270532f017";"Commune de MOURS";"commune-de-mours";"http://www.data.gouv.fr/fr/organizations/commune-de-mours/";"Site internet: https://www.mours.fr/

Facebook: https://www.facebook.com/villemours/";"https://static.data.gouv.fr/avatars/af/de2a7b45c84b5d8a058c4a05bb57e6-100.jpg";"[]";"2023-02-09T12:37:47.471000";"2023-03-07T01:15:09.492000";1;1;0;0;1
"63e3cf2c4e3a2b3a99573cf9";"Se réapproprier la langue française";"se-reapproprier-la-langue-francaise";"http://www.data.gouv.fr/fr/organizations/se-reapproprier-la-langue-francaise/";"Permettre à chacun de se réapproprier la langue française en aidant à trouver et choisir les mots, qu'ils soient désuets ou récents, en dehors de toute démarche commerciale.";"https://static.data.gouv.fr/avatars/88/2ea187cce341cfaa21401525522ac2-100.jpg";"[]";"2023-02-08T17:34:52.882000";"2023-02-08T17:35:09.902000";0;1;0;0;0
"63e36a2148eedca075719795";"CAMPGUILHEM";"campguilhem";"http://www.data.gouv.fr/fr/organizations/campguilhem/";"PBLICATION DU OUVEL ADRESSAGE";"";"[]";"2023-02-08T10:23:45.821000";"2023-02-08T10:23:45.892000";0;1;0;0;0
"63e2748d68765ff5400f2d40";"Syndicat de Rivières Brévenne-Turdine";"syndicat-de-rivieres-brevenne-turdine";"http://www.data.gouv.fr/fr/organizations/syndicat-de-rivieres-brevenne-turdine/";"Le Syribt est un syndicat mixte créé en 2006. Il regroupe des Établissements Publics de Coopération Intercommunale (Communautés de communes). Ces derniers ont délégué au Syribt la gestion des cours d’eau afin qu’elle soit assurée de manière solidaire et concertée. Son périmètre d’intervention répond à une logique géographique : le bassin versant des rivières Brévenne et Turdine.
Le Syndicat de rivières Brévenne-Turdine exerce la compétence de Gestion des Milieux Aquatiques et de Prévention des Inondations (GEMAPI)";"https://static.data.gouv.fr/avatars/52/d3fb98de974c8797ceafc60cf8b9f1-100.jpg";"[]";"2023-02-07T16:55:57.564000";"2023-02-07T16:57:02.352000";0;1;0;0;0
"63e26d04b6dd06418b102af3";"COURZIEU";"courzieu";"http://www.data.gouv.fr/fr/organizations/courzieu/";"commune de Courzieu RHONE";"https://static.data.gouv.fr/avatars/9d/0fb89329d9423aba9446909f0dac9f-100.jpg";"[]";"2023-02-07T16:23:48.665000";"2023-02-07T16:24:43.865000";0;1;0;0;0
"63e24760b20ed97e898b30db";"BEC CONSTRUCTION CHAMPAGNE FAYAT";"bec-construction-champagne-fayat";"http://www.data.gouv.fr/fr/organizations/bec-construction-champagne-fayat/";"ZONE D'ACTIVITES LES TERRES ROUGES - 6,ALLEE DE LA COTES DES BLANCS - 51208 EPERNAY
becconstruction@becchampagne.fayat.com";"https://static.data.gouv.fr/avatars/20/3a2460eadc40ef917af5d4d9bcf83d-100.png";"[]";"2023-02-07T13:43:12.690000";"2023-03-07T01:15:09.454000";1;1;0;0;2
"63e218b47ae2cf566b23c334";"FRANCE SOLAR";"france-solar";"http://www.data.gouv.fr/fr/organizations/france-solar/";"Borne de recharge VE";"https://static.data.gouv.fr/avatars/45/d884ae59b846f58c6a0e199716a6c4-100.jpg";"[]";"2023-02-07T10:24:04.716000";"2023-02-07T10:50:18.270000";0;1;0;0;0
"63e111a6be6513f6ade1d1ad";"GRAND BESANCON METROPOLE";"grand-besancon-metropole-1";"http://www.data.gouv.fr/fr/organizations/grand-besancon-metropole-1/";"https://www.grandbesancon.fr/";"https://static.data.gouv.fr/avatars/8e/93cdd29bf240a598dc5344823a3c92-100.png";"[]";"2023-02-06T15:41:42.152000";"2023-03-07T01:15:11.186000";1;0;0;0;0
"63e0f53763083892ca7dffee";"Spot On Travel";"spot-on-travel";"http://www.data.gouv.fr/fr/organizations/spot-on-travel/";"Spot On Travel, le **Guide de Voyage** numérique pour (re)découvrir la France en itinérance";"https://static.data.gouv.fr/avatars/81/9272c4d9f547dd8afe19942bea6df8-100.png";"[]";"2023-02-06T13:40:23.786000";"2023-02-27T20:00:05.881000";0;0;1;0;2
"63e0cf6a6e1f163469278aaf";"SERVICE D'INCENDIE ET DE SECOURS DES ALPES-MARITIMES";"service-dincendie-et-de-secours-des-alpes-maritimes";"http://www.data.gouv.fr/fr/organizations/service-dincendie-et-de-secours-des-alpes-maritimes/";"Le SDIS des ALPES-MARITIMES est chargé de la prévention, de la protection et de la lutte contre les incendies. Il concourt, avec les autres services et professionnels concernés, à la protection et à la lutte contre les accidents, sinistres et catastrophes, à l’évaluation et à la prévention des risques technologiques ou naturels ainsi qu’aux secours d’urgence.";"https://static.data.gouv.fr/avatars/67/645c0898084527b9872e2bf5af3f95-100.png";"[]";"2023-02-06T10:59:06.400000";"2023-03-07T01:15:11.351000";1;0;0;0;0
